epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,18216.6,1.05137,0.9429,1.11476,0.72421,0.63143,0.70275,0.49723,1.09332,1.03285,1.14707,0.000355152,0.000355152,0.000355152
42,18635,1.05117,0.929,1.11157,0.70517,0.67771,0.70073,0.48609,1.11631,1.04064,1.15601,0.000349331,0.000349331,0.000349331
43,19054.6,1.05098,0.92558,1.10623,0.70325,0.63585,0.69141,0.47758,1.106,1.03813,1.15165,0.00034351,0.00034351,0.00034351
44,19473.3,1.04667,0.9214,1.10749,0.69855,0.66365,0.7117,0.49407,1.10761,1.03602,1.15234,0.000337688,0.000337688,0.000337688
45,19892.1,1.03085,0.90713,1.09806,0.70558,0.66234,0.68531,0.48405,1.09931,1.01958,1.13903,0.000331867,0.000331867,0.000331867
46,20311.1,1.0454,0.91322,1.10428,0.72406,0.65409,0.69357,0.486,1.09548,1.04649,1.14789,0.000326046,0.000326046,0.000326046
47,20732.2,1.03155,0.89935,1.10213,0.66698,0.67741,0.70519,0.48855,1.10136,1.0265,1.14725,0.000320225,0.000320225,0.000320225
48,21150.9,1.03328,0.88887,1.09793,0.69512,0.67351,0.69763,0.48365,1.1038,1.02618,1.15117,0.000314404,0.000314404,0.000314404
49,21569.4,1.03188,0.8969,1.0977,0.68282,0.70108,0.7212,0.50092,1.10501,0.99463,1.1507,0.000308582,0.000308582,0.000308582
50,21988.5,1.02735,0.87951,1.09144,0.72187,0.63496,0.69113,0.46955,1.11134,1.05499,1.15101,0.000302761,0.000302761,0.000302761
51,22407.5,1.02446,0.87247,1.09474,0.68018,0.68455,0.69238,0.48055,1.10366,1.01771,1.1511,0.00029694,0.00029694,0.00029694
52,22826.2,1.01105,0.85514,1.08335,0.78663,0.63775,0.71342,0.48942,1.12371,1.03494,1.1586,0.000291119,0.000291119,0.000291119
53,23244.9,1.02042,0.85901,1.09125,0.66979,0.6621,0.6926,0.49088,1.10192,1.0486,1.14513,0.000285298,0.000285298,0.000285298
54,23663.1,1.0062,0.85312,1.08565,0.71975,0.67018,0.71335,0.48708,1.11373,1.03712,1.15978,0.000279476,0.000279476,0.000279476
55,24082,1.00738,0.85005,1.08319,0.73776,0.6634,0.71215,0.49668,1.09789,1.00005,1.1485,0.000273655,0.000273655,0.000273655
56,24502.8,1.00439,0.84395,1.08008,0.71263,0.65622,0.69605,0.48906,1.09432,1.02007,1.14425,0.000267834,0.000267834,0.000267834
57,24921.2,1.00163,0.83825,1.08232,0.7187,0.6509,0.70869,0.49745,1.11462,1.02688,1.15396,0.000262013,0.000262013,0.000262013
58,25340.4,1.00075,0.83594,1.07694,0.75904,0.65692,0.71523,0.49795,1.08836,1.01177,1.13731,0.000256192,0.000256192,0.000256192
59,25759.5,0.99351,0.81777,1.07456,0.70033,0.68783,0.71245,0.50052,1.1004,1.01615,1.14199,0.00025037,0.00025037,0.00025037
60,26178.2,0.99631,0.82586,1.07345,0.75582,0.66265,0.72644,0.50774,1.08925,1.00052,1.13998,0.000244549,0.000244549,0.000244549
61,26596.9,0.98912,0.8132,1.07251,0.69798,0.68844,0.69767,0.48951,1.09995,1.01907,1.14359,0.000238728,0.000238728,0.000238728
62,27054.4,0.99326,0.80926,1.07308,0.71066,0.66866,0.70774,0.49362,1.09117,0.99932,1.13984,0.000232907,0.000232907,0.000232907
63,27516.5,0.9854,0.80056,1.06906,0.74031,0.6552,0.70908,0.49793,1.10617,1.00134,1.14941,0.000227086,0.000227086,0.000227086
64,27904.8,0.9878,0.80294,1.07067,0.73514,0.68352,0.72734,0.51513,1.10512,1.00914,1.14345,0.000221264,0.000221264,0.000221264
65,28434.6,0.97167,0.7793,1.06149,0.75707,0.63973,0.72008,0.50805,1.10273,1.00556,1.14946,0.000215443,0.000215443,0.000215443
66,28887.4,0.9713,0.78737,1.06399,0.72362,0.64418,0.70839,0.50171,1.10676,1.02597,1.15039,0.000209622,0.000209622,0.000209622
67,29201.3,0.97451,0.78943,1.06442,0.75399,0.6615,0.73147,0.50927,1.10948,1.01037,1.15245,0.000203801,0.000203801,0.000203801
68,29505.3,0.9702,0.77514,1.06364,0.69012,0.6985,0.69916,0.48879,1.1137,1.01933,1.15671,0.00019798,0.00019798,0.00019798
69,29705.9,0.96284,0.76433,1.05676,0.72589,0.66802,0.72293,0.51002,1.10369,0.99339,1.15439,0.000192158,0.000192158,0.000192158
70,29890,0.96576,0.76881,1.05853,0.69191,0.69009,0.7163,0.50002,1.09745,1.0025,1.13993,0.000186337,0.000186337,0.000186337
71,30074.1,0.95702,0.75887,1.05493,0.71309,0.6928,0.714,0.50173,1.11853,1.03273,1.16028,0.000180516,0.000180516,0.000180516
72,30258,0.96255,0.75866,1.05718,0.72095,0.68981,0.71588,0.4933,1.1095,1.01424,1.15806,0.000174695,0.000174695,0.000174695
73,30443.2,0.95795,0.75644,1.05628,0.74431,0.65454,0.7148,0.5017,1.10809,1.00022,1.15461,0.000168874,0.000168874,0.000168874
74,30627.6,0.95823,0.75239,1.05535,0.73686,0.66545,0.70835,0.50044,1.11183,0.99161,1.15466,0.000163052,0.000163052,0.000163052
75,30811.8,0.95438,0.74901,1.04865,0.7357,0.68664,0.7121,0.50571,1.10929,0.98838,1.1554,0.000157231,0.000157231,0.000157231
76,30996.1,0.94821,0.73689,1.04956,0.73588,0.673,0.71945,0.50382,1.10516,1.00429,1.14698,0.00015141,0.00015141,0.00015141
77,31180.6,0.94619,0.73889,1.04971,0.73535,0.67524,0.72067,0.50593,1.11606,0.99826,1.16102,0.000145589,0.000145589,0.000145589
78,31366,0.93779,0.7271,1.04279,0.72545,0.67615,0.71782,0.50337,1.11315,0.99951,1.15613,0.000139768,0.000139768,0.000139768
79,31549.7,0.93678,0.73158,1.04563,0.74125,0.65246,0.70709,0.49374,1.11406,1.00346,1.15811,0.000133946,0.000133946,0.000133946
80,31734.4,0.93781,0.72218,1.03994,0.69953,0.6915,0.70667,0.4978,1.11292,1.00317,1.15182,0.000128125,0.000128125,0.000128125
81,31918.8,0.92626,0.7081,1.03772,0.71678,0.6808,0.70157,0.49985,1.10733,0.99764,1.15124,0.000122304,0.000122304,0.000122304
82,32102.9,0.9336,0.72252,1.04207,0.75107,0.66095,0.70602,0.48906,1.11163,0.99664,1.16232,0.000116483,0.000116483,0.000116483
83,32288,0.92464,0.71334,1.03923,0.70872,0.68981,0.70786,0.49931,1.11046,1.00161,1.15734,0.000110662,0.000110662,0.000110662
84,32472.1,0.93133,0.70601,1.04102,0.7199,0.6731,0.71226,0.50274,1.11127,1.00379,1.15311,0.00010484,0.00010484,0.00010484
85,32656,0.91893,0.70331,1.03452,0.74576,0.66403,0.70107,0.48957,1.11495,1.01006,1.16057,9.90192e-05,9.90192e-05,9.90192e-05
86,32840.3,0.92693,0.70291,1.03501,0.75445,0.66008,0.7107,0.49548,1.11523,1.02002,1.15843,9.3198e-05,9.3198e-05,9.3198e-05
87,33024.4,0.9232,0.69761,1.02978,0.75239,0.67004,0.71407,0.49837,1.11098,1.01186,1.15375,8.73768e-05,8.73768e-05,8.73768e-05
88,33208.8,0.9184,0.69262,1.03133,0.74126,0.67899,0.72182,0.51062,1.10326,0.99533,1.14827,8.15556e-05,8.15556e-05,8.15556e-05
89,33392.9,0.91024,0.69423,1.0298,0.74556,0.67442,0.72518,0.506,1.10973,1.00934,1.15046,7.57344e-05,7.57344e-05,7.57344e-05
90,33578.1,0.90562,0.68088,1.02704,0.7413,0.67348,0.7206,0.505,1.10661,1.0008,1.14947,6.99132e-05,6.99132e-05,6.99132e-05
91,33757.3,0.88553,0.6173,1.00757,0.70045,0.68901,0.68962,0.48743,1.11732,0.99661,1.16191,6.4092e-05,6.4092e-05,6.4092e-05
92,33935.2,0.86379,0.58101,0.99689,0.71909,0.6701,0.70033,0.49024,1.11931,0.9997,1.16667,5.82708e-05,5.82708e-05,5.82708e-05
93,34114.2,0.85257,0.56512,0.99235,0.72048,0.67568,0.70826,0.49544,1.1176,1.00102,1.16015,5.24496e-05,5.24496e-05,5.24496e-05
94,34292.6,0.85334,0.56715,0.99134,0.73448,0.67054,0.71094,0.4963,1.12155,1.00814,1.16994,4.66284e-05,4.66284e-05,4.66284e-05
95,34471.1,0.84598,0.55805,0.9878,0.743,0.66426,0.71005,0.50162,1.11519,1.00942,1.16144,4.08072e-05,4.08072e-05,4.08072e-05
96,34649.7,0.85441,0.55602,0.9869,0.73688,0.66671,0.71252,0.49617,1.11519,1.0165,1.16201,3.4986e-05,3.4986e-05,3.4986e-05
97,34832.3,0.84346,0.55258,0.98939,0.71054,0.69241,0.71288,0.50226,1.10964,1.01939,1.15651,2.91648e-05,2.91648e-05,2.91648e-05
98,35013.7,0.84215,0.54729,0.98409,0.72704,0.68068,0.71386,0.50102,1.11151,1.01382,1.16109,2.33436e-05,2.33436e-05,2.33436e-05
99,35191.9,0.83728,0.54952,0.98148,0.72777,0.68822,0.71252,0.49958,1.11491,1.01564,1.16319,1.75224e-05,1.75224e-05,1.75224e-05
100,35370,0.83741,0.54179,0.98321,0.73223,0.68611,0.71336,0.50303,1.11294,1.01312,1.16142,1.17012e-05,1.17012e-05,1.17012e-05
